1.178541900503000021e+09,3.591619140625000000e+04,0.000000000000000000e+00
1.178541904918999910e+09,3.608523046875000000e+04,9.289999999999887237e+00
1.178541909335000038e+09,3.575387890625000000e+04,6.579999999999945004e+00
1.178541913750999928e+09,3.480503906250000000e+04,8.679999999999900240e+00
1.178541918167000055e+09,3.405541015625000000e+04,8.709999999999899600e+00
1.178541922582999945e+09,3.665560546875000000e+04,0.000000000000000000e+00
1.178541926999000072e+09,3.735578515625000000e+04,0.000000000000000000e+00
1.178541931414999962e+09,3.709864843750000000e+04,0.000000000000000000e+00
1.178541935831000090e+09,3.654930078125000000e+04,9.879999999999874660e+00
1.178541940246999979e+09,3.667288281250000000e+04,7.729999999999920490e+00
1.178541944663000107e+09,3.696628906250000000e+04,8.839999999999896829e+00
1.178541949078999996e+09,3.693666015625000000e+04,8.829999999999897042e+00
1.178541953494999886e+09,3.668978125000000000e+04,1.128999999999984460e+01
1.178541957911000013e+09,3.671552343750000000e+04,8.129999999999911964e+00
1.178541962326999903e+09,3.776982812500000000e+04,1.031999999999986528e+01
1.178541966743000031e+09,3.702312500000000000e+04,8.199999999999910472e+00
1.178541971158999920e+09,3.692648046875000000e+04,8.819999999999897256e+00
1.178541975575000048e+09,3.797637109375000000e+04,8.519999999999903650e+00
1.178541979990999937e+09,3.782102343750000000e+04,1.079999999999985505e+01
1.178541984407000065e+09,3.661823437500000000e+04,9.119999999999890861e+00
1.178541988822999954e+09,3.806609765625000000e+04,8.539999999999903224e+00
1.178541993239000082e+09,3.682942578125000000e+04,1.088999999999985313e+01
1.178541997654999971e+09,3.904488671875000000e+04,0.000000000000000000e+00
1.178542002071000099e+09,3.998556250000000000e+04,0.000000000000000000e+00
1.178542006486999989e+09,4.102636718750000000e+04,0.000000000000000000e+00
1.178542010903000116e+09,3.948717578125000000e+04,0.000000000000000000e+00
1.178542015319000006e+09,4.067047656250000000e+04,9.799999999999876366e+00
1.178542019734999895e+09,4.274228125000000000e+04,1.026999999999986635e+01
1.178542024151000023e+09,4.289263281250000000e+04,1.324999999999980282e+01
1.178542028566999912e+09,4.266360546875000000e+04,1.064999999999985825e+01
1.178542032983000040e+09,4.246525000000000000e+04,1.482999999999976914e+01
1.178542037398999929e+09,4.236604687500000000e+04,1.183999999999983288e+01
1.178542041815000057e+09,4.229211718750000000e+04,1.181999999999983331e+01
1.178542046230999947e+09,4.252612109375000000e+04,1.193999999999983075e+01
1.178542050647000074e+09,4.316501562500000000e+04,1.266999999999981519e+01
1.178542055062999964e+09,4.363216015625000000e+04,1.392999999999978833e+01
1.178542059479000092e+09,4.307989062500000000e+04,1.204999999999982840e+01
1.178542063894999981e+09,4.328864843750000000e+04,1.318999999999980410e+01
1.178542068311000109e+09,4.338819921875000000e+04,1.217999999999982563e+01
1.178542072726999998e+09,4.261070703125000000e+04,1.200999999999982926e+01
1.178542077142999887e+09,4.104369921875000000e+04,1.064999999999985825e+01
1.178542081559000015e+09,4.233360156250000000e+04,1.194999999999983054e+01
1.178542085974999905e+09,4.016693750000000000e+04,1.002999999999987146e+01
1.178542090391000032e+09,3.856266015625000000e+04,0.000000000000000000e+00
1.178542094806999922e+09,3.668078906250000000e+04,0.000000000000000000e+00
1.178542099223000050e+09,2.868769140625000000e+04,0.000000000000000000e+00
1.178542103638999939e+09,2.683713867187500000e+04,0.000000000000000000e+00
1.178542108055000067e+09,2.635601171875000000e+04,0.000000000000000000e+00
1.178542112470999956e+09,2.394847460937500000e+04,0.000000000000000000e+00
1.178542116887000084e+09,2.528621679687500000e+04,7.679999999999921556e+00
1.178542121302999973e+09,2.509046484375000000e+04,1.158999999999983821e+01
1.178542125719000101e+09,2.457651171875000000e+04,9.019999999999892992e+00
1.178542130134999990e+09,2.447285351562500000e+04,9.859999999999875087e+00
1.178542134551000118e+09,2.337581250000000000e+04,7.829999999999918359e+00
1.178542138967000008e+09,2.377395312500000000e+04,1.024999999999986677e+01
1.178542143382999897e+09,2.444459375000000000e+04,1.203999999999982862e+01
1.178542147799000025e+09,2.366551367187500000e+04,7.979999999999915161e+00
1.178542152214999914e+09,2.414702929687500000e+04,1.030999999999986549e+01
1.178542156631000042e+09,2.412727539062500000e+04,1.035999999999986443e+01
1.178542161046999931e+09,2.367906445312500000e+04,9.509999999999882547e+00
1.178542165463000059e+09,2.414528906250000000e+04,9.559999999999881481e+00
1.178542169878999949e+09,2.401665234375000000e+04,0.000000000000000000e+00
